Compound,Primary Cell Line Name,ID,IC50 (uM)
Nutlin-3,8-MG-BA,144,7.943282347242816
Nutlin-3,PC-3,454,7.943282347242816
Nutlin-3,G-361,4928,7.943282347242816
Nutlin-3,CAL-78,7449,7.943282347242816
Nutlin-3,G-401,9381,5.370317963702527
Nutlin-3,EB2,8399,7.943282347242816
Nutlin-3,HCC1569,592,7.943282347242816
Nutlin-3,OPM-2,4074,7.943282347242816
Nutlin-3,NCI-H1341,663,7.943282347242816
Nutlin-3,NCI-H2087,3721,7.943282347242816
Nutlin-3,SNU-449,9287,7.943282347242816
Nutlin-3,TE-5,6624,7.943282347242816
Nutlin-3,KMRC-1,10721,7.943282347242816
Nutlin-3,NCI-H1568,7404,7.943282347242816
Nutlin-3,Daoy,4235,7.943282347242816
Nutlin-3,JHH-4,7955,7.943282347242816
Nutlin-3,NCI-H441,1007,7.943282347242816
Nutlin-3,HPAF-II,6484,7.943282347242816
Nutlin-3,HT-29,9008,7.943282347242816
Nutlin-3,ES-2,1740,7.943282347242816
Nutlin-3,ZR-75-30,8562,7.943282347242816
Nutlin-3,CHL-1,4705,7.943282347242816
Nutlin-3,KURAMOCHI,8097,7.943282347242816
Nutlin-3,SHP-77,2422,7.943282347242816
Nutlin-3,KARPAS-620,10980,7.943282347242816
Nutlin-3,SBC-5,9634,7.943282347242816
Nutlin-3,L-363,4467,7.943282347242816
Nutlin-3,SIG-M5,5586,1.4454397707459274
Nutlin-3,FU-OV-1,9449,7.943282347242816
Nutlin-3,NCI-H2030,10556,7.943282347242816
Nutlin-3,HCC-15,8609,7.943282347242816
Nutlin-3,NCI-H2085,2654,7.943282347242816
Nutlin-3,IPC-298,4952,7.943282347242816
Nutlin-3,KNS-42,7473,7.943282347242816
Nutlin-3,MEL-HO,3462,7.943282347242816
Nutlin-3,SNG-M,865,7.943282347242816
Nutlin-3,LN-18,7134,7.943282347242816
Nutlin-3,EFM-19,478,7.943282347242816
Nutlin-3,SK-MEL-2,2355,7.943282347242816
Nutlin-3,NCI-H226,2677,7.943282347242816
Nutlin-3,LOU-NH91,2791,7.943282347242816
Nutlin-3,KYSE-150,7659,7.943282347242816
Nutlin-3,42-MG-BA,1677,7.943282347242816
Nutlin-3,MFE-296,3183,7.943282347242816
Nutlin-3,NCI-H1573,8914,7.943282347242816
Nutlin-3,KARPAS-422,7886,7.943282347242816
Nutlin-3,NCI-H1299,10024,7.943282347242816
Nutlin-3,KYSE-510,6877,7.943282347242816
Nutlin-3,NCI-H2444,5927,7.943282347242816
Nutlin-3,PC-14,4121,7.943282347242816
Nutlin-3,RL95-2,4976,7.943282347242816
Nutlin-3,SK-OV-3,75,7.943282347242816
Nutlin-3,GMS-10,10673,7.943282347242816
Nutlin-3,JHH-2,2630,7.943282347242816
Nutlin-3,SNU-387,11097,7.943282347242816
Nutlin-3,G-402,6283,7.943282347242816
Nutlin-3,TE-1,2770,7.943282347242816
Nutlin-3,AMO-1,4681,5.495408738576246
Nutlin-3,NCI-H1155,1446,7.943282347242816
Nutlin-3,HT-1376,3137,7.943282347242816
Nutlin-3,HCC70,3884,7.943282347242816
Nutlin-3,TT2609-C02,10649,7.943282347242816
Nutlin-3,SW620,3816,7.943282347242816
Nutlin-3,HT-1080,8868,6.025595860743578
Nutlin-3,RPMI-7951,11186,7.943282347242816
Nutlin-3,NCI-H747,4398,7.943282347242816
Nutlin-3,NCI-H1355,3556,7.943282347242816
Nutlin-3,MKN7,8422,7.943282347242816
Nutlin-3,SNU-475,5905,7.943282347242816
Nutlin-3,CAMA-1,4904,7.943282347242816
Nutlin-3,NCI-H1651,4610,7.943282347242816
Nutlin-3,SNU-398,3862,7.943282347242816
Nutlin-3,NCI-H2452,8049,7.943282347242816
Nutlin-3,T98G,9263,7.943282347242816
Nutlin-3,GI-1,6327,7.943282347242816
